t,y
0.0,5.415235853987722
0.055865921787709494,4.983028781889812
0.11173184357541899,4.819022398855509
0.16759776536312848,4.6495851374231325
0.22346368715083798,4.376805649476573
0.27932960893854747,4.316131509911139
0.33519553072625696,4.319147387821345
0.39106145251396646,4.2460045381088705
0.44692737430167595,4.22270515761443
0.5027932960893855,4.151878104993333
0.5586592178770949,4.216323573743098
0.6145251396648044,4.194167617513134
0.6703910614525139,4.145341608660294
0.7262569832402235,4.188073251306527
0.7821229050279329,4.146977473419396
0.8379888268156424,4.0742316830832355
0.8938547486033519,4.130542087097375
0.9497206703910615,4.060086639436768
1.005586592178771,4.148671270693518
1.0614525139664803,4.099588387904888
1.1173184357541899,4.090661244355155
1.1731843575418994,4.064057292070966
1.2290502793296088,4.157729036019457
1.2849162011173183,4.08760931164696
1.3407821229050279,4.072839370358663
1.3966480446927374,4.075716399545154
1.452513966480447,4.119122651723817
1.5083798882681563,4.110056233590265
1.5642458100558658,4.111771203459117
1.6201117318435754,4.112084822600925
1.6759776536312847,4.197082084664284
1.7318435754189943,4.069172155668911
1.7877094972067038,4.06340372249656
1.8435754189944134,4.047873944032137
1.899441340782123,4.118927278601929
1.9553072625698322,4.144157857498758
2.011173184357542,4.0816049841530395
2.067039106145251,4.0448974070178965
2.1229050279329607,4.045291870440997
2.17877094972067,4.118662551676344
2.2346368715083798,4.122917645697455
2.2905027932960893,4.112538728900301
2.346368715083799,4.051734868684352
2.4022346368715084,4.09625038321016
2.4581005586592175,4.090110685197267
2.513966480446927,4.094846608025807
2.5698324022346366,4.127120778169262
2.625698324022346,4.0943673920205885
2.6815642458100557,4.116772470756272
2.7374301675977653,4.085845656907877
2.793296089385475,4.096563180497351
2.8491620111731844,4.113312615570926
2.905027932960894,4.008531805394205
2.960893854748603,4.065047755155401
3.0167597765363126,4.057154673293068
3.072625698324022,4.048371628204611
3.1284916201117317,4.066200810333147
3.184357541899441,4.15434754870618
3.2402234636871508,4.035951621683244
3.2960893854748603,4.1272999043585274
3.3519553072625694,3.9943854065619977
3.407821229050279,4.061427639043294
3.4636871508379885,4.085952616045321
3.519553072625698,4.106769220369472
3.5754189944134076,4.112662636056014
3.631284916201117,4.116411929100592
3.6871508379888267,4.058951626787321
3.7430167597765363,4.052913653207122
3.798882681564246,4.118573445982923
3.854748603351955,4.065752889184859
3.9106145251396645,4.011177285418918
3.966480446927374,4.017940778254738
4.022346368715084,4.028276102078576
4.078212290502793,4.098750370126268
4.134078212290502,4.080657274640286
4.189944134078212,4.107703948214114
4.245810055865921,4.051460778138381
4.301675977653631,4.080394161828189
4.35754189944134,4.103390500346767
4.41340782122905,4.0562874933328805
4.4692737430167595,4.094237457954649
4.525139664804469,4.037946310699488
4.581005586592179,4.052533862881612
4.636871508379888,4.051243643636698
4.692737430167598,4.010182574763157
4.748603351955307,4.093967235293464
4.804469273743017,4.045792583901077
4.860335195530726,4.069531531900861
4.916201117318435,4.0925883193188435
4.972067039106145,4.090521740906589
5.027932960893854,4.10110866858012
5.083798882681564,4.062559405204225
5.139664804469273,4.045963065378221
5.195530726256983,4.062786407222041
5.251396648044692,3.9820499680786865
5.307262569832402,3.993705473374996
5.363128491620111,3.9995705587979327
5.4189944134078205,4.0154876756458915
5.4748603351955305,4.0849832411551485
5.53072625698324,4.019365125019393
5.58659217877095,4.045375533222625
5.642458100558659,4.128889694113781
5.698324022346369,4.045759734128308
5.754189944134078,4.100093399713337
5.810055865921788,4.016181461044758
5.865921787709497,4.052235226048991
5.921787709497206,4.0146507952311845
5.977653631284916,4.044845073348767
6.033519553072625,4.10345699831212
6.089385474860335,3.97472046969919
6.145251396648044,4.08245260757557
6.201117318435754,4.072263175170144
6.256983240223463,4.030313902035646
6.312849162011172,3.9873635469756796
6.368715083798882,4.062917990059071
6.4245810055865915,4.03248198929814
6.4804469273743015,4.070235580492737
6.536312849162011,4.059339557466624
6.592178770949721,4.1379811101097985
6.64804469273743,4.04556963460734
6.703910614525139,4.00600782686717
6.759776536312849,4.06579180383948
6.815642458100558,4.067473211955899
6.871508379888268,4.12407814725333
6.927374301675977,4.097519756585508
6.983240223463687,4.073253208106318
7.039106145251396,4.128220295625601
7.094972067039106,3.9952625293171056
7.150837988826815,4.022358671413356
7.206703910614524,4.007663052043263
7.262569832402234,4.034146995059681
7.318435754189943,3.984448848980949
7.374301675977653,4.084686409874281
7.4301675977653625,4.041463468883053
7.4860335195530725,3.978680065243061
7.541899441340782,4.001087237159926
7.597765363128492,4.067187729862967
7.653631284916201,4.093064247169515
7.70949720670391,4.150640379654045
7.76536312849162,4.196142909670945
7.821229050279329,4.070816244338101
7.877094972067039,4.000264887975175
7.932960893854748,3.942785536237551
7.988826815642458,4.062419514679681
8.044692737430168,4.008033013072515
8.100558659217876,4.027558366087897
8.156424581005586,4.017367585382195
8.212290502793296,4.040579112228266
8.268156424581004,4.100563934274108
8.324022346368714,4.054763652260519
8.379888268156424,4.038625818153874
8.435754189944134,3.9944212434422495
8.491620111731843,3.962116189882377
8.547486033519553,4.02118138265045
8.603351955307263,4.042454126498339
8.65921787709497,4.1331862605981495
8.71508379888268,4.05095003681361
8.77094972067039,4.093219867048989
8.8268156424581,4.018764727261957
8.882681564245809,3.9841289694884985
8.938547486033519,3.9947670052436735
8.994413407821229,4.006408260596104
9.050279329608937,4.148739805830057
9.106145251396647,4.000893775546445
9.162011173184357,4.083534394903958
9.217877094972067,3.9961104359285278
9.273743016759775,4.087482340494746
9.329608938547485,4.059798168073048
9.385474860335195,4.032365689696295
9.441340782122904,4.037806457974746
9.497206703910614,4.006752234099397
9.553072625698324,4.0614422984175045
9.608938547486034,4.016036618678235
9.664804469273742,3.97715264373428
9.720670391061452,3.9741832273056823
9.776536312849162,4.0463567108745995
9.83240223463687,4.116329121639811
9.88826815642458,4.045021418188879
9.94413407821229,4.030737234751913
10.0,4.050607806437174
